# Max. eta    SUM(Cij) 
#

# 6th order fit.
 0.0500000000        1921.160355
 0.0400000000        1921.206919
 0.0300000000        1920.616836

# 4th order fit.
 0.0500000000        1920.859761
 0.0400000000        1921.038121
 0.0300000000        1921.175293
 0.0200000000        1920.675417

# 2nd order fit.
 0.0500000000        1972.150881
 0.0400000000        1954.456054
 0.0300000000        1940.357177
 0.0200000000        1929.808741
 0.0100000000        1922.061898
